cycle_index,city,timestamp,lat,lon,temp,feels_like,humidity,pressure,wind_speed,wind_deg,clouds,weather_main,weather_description,aqi,pm2_5,pm10,no2,o3,so2,co,hour,day_of_week,day_of_month,month,city_encoded
45,Fes,2026-04-29 22:15:36.073231,34.0181,-5.0078,15.95,16.21,100.0,1014.0,2.06,280.0,75.0,Rain,light rain,2.0,4.53,5.68,2.19,67.07,0.75,106.35,22.0,2.0,29.0,4.0,2
45,Marrakech,2026-04-29 22:15:32.413470,31.6295,-7.9811,19.98,19.94,73.0,1012.0,3.6,120.0,75.0,Clouds,broken clouds,2.0,4.22,12.56,1.28,87.6,0.81,107.69,22.0,2.0,29.0,4.0,3
45,Rabat,2026-04-29 22:15:28.881664,34.0209,-6.8416,18.37,18.72,94.0,1014.0,2.57,330.0,40.0,Clouds,scattered clouds,2.0,4.03,8.49,3.44,86.0,3.98,112.85,22.0,2.0,29.0,4.0,4
45,Tanger,2026-04-29 22:15:39.923411,35.7595,-5.834,15.74,15.67,88.0,1014.0,0.51,0.0,0.0,Clear,clear sky,2.0,2.13,4.89,1.0,92.05,0.76,113.11,22.0,2.0,29.0,4.0,5
46,Agadir,2026-04-29 23:16:29.841742,30.4278,-9.5981,17.06,16.96,82.0,1014.0,1.47,319.0,74.0,Clouds,broken clouds,2.0,1.97,5.87,0.19,94.96,0.28,110.79,23.0,2.0,29.0,4.0,0
46,Casablanca,2026-04-29 23:15:50.726785,33.5731,-7.5898,17.77,17.74,82.0,1014.0,2.24,30.0,97.0,Clouds,overcast clouds,2.0,4.2,12.38,2.39,85.57,4.22,111.44,23.0,2.0,29.0,4.0,1
46,Fes,2026-04-29 23:16:03.780937,34.0181,-5.0078,16.95,17.31,100.0,1014.0,0.51,0.0,75.0,Clouds,broken clouds,2.0,4.45,5.67,2.4,63.96,0.7,106.02,23.0,2.0,29.0,4.0,2
46,Marrakech,2026-04-29 23:15:59.602029,31.6295,-7.9811,19.98,19.94,73.0,1012.0,2.57,120.0,75.0,Clouds,broken clouds,2.0,4.02,12.39,1.27,84.88,0.75,106.36,23.0,2.0,29.0,4.0,3
46,Rabat,2026-04-29 23:15:53.936489,34.0209,-6.8416,17.37,17.62,94.0,1015.0,2.06,360.0,40.0,Clouds,scattered clouds,2.0,3.97,8.39,3.42,83.37,4.0,112.59,23.0,2.0,29.0,4.0,4
46,Tanger,2026-04-29 23:16:07.689300,35.7595,-5.834,14.74,14.57,88.0,1015.0,1.03,0.0,0.0,Clear,clear sky,2.0,2.09,4.93,1.0,90.88,0.74,112.76,23.0,2.0,29.0,4.0,5
47,Agadir,2026-04-30 00:16:49.340804,30.4278,-9.5981,17.06,16.94,81.0,1014.0,1.27,350.0,67.0,Clouds,broken clouds,2.0,1.92,5.86,0.18,95.0,0.26,110.56,0.0,3.0,30.0,4.0,0
47,Casablanca,2026-04-30 00:16:32.273526,33.5731,-7.5898,16.84,16.88,88.0,1014.0,1.54,80.0,84.0,Clouds,broken clouds,2.0,4.4,12.92,2.42,83.44,3.91,112.42,0.0,3.0,30.0,4.0,1
47,Fes,2026-04-30 00:16:42.518801,34.0181,-5.0078,16.95,17.31,100.0,1014.0,2.06,280.0,75.0,Clouds,broken clouds,1.0,4.43,5.69,2.5,59.49,0.6,105.96,0.0,3.0,30.0,4.0,2
47,Marrakech,2026-04-30 00:16:39.310497,31.6295,-7.9811,17.98,17.84,77.0,1012.0,2.06,50.0,40.0,Clouds,scattered clouds,2.0,3.95,12.52,1.18,84.4,0.7,106.85,0.0,3.0,30.0,4.0,3
47,Rabat,2026-04-30 00:16:36.113108,34.0209,-6.8416,17.37,17.62,94.0,1015.0,0.0,0.0,40.0,Clouds,scattered clouds,2.0,4.01,8.37,3.35,81.51,4.08,113.14,0.0,3.0,30.0,4.0,4
47,Tanger,2026-04-30 00:16:45.733356,35.7595,-5.834,13.74,13.62,94.0,1015.0,1.03,0.0,0.0,Clear,clear sky,2.0,2.04,4.93,0.94,90.44,0.73,112.43,0.0,3.0,30.0,4.0,5
48,Agadir,2026-04-30 09:05:15.126786,30.4278,-9.5981,17.06,16.96,82.0,1016.0,0.62,62.0,100.0,Clouds,overcast clouds,2.0,1.56,4.9,0.3,94.41,0.28,110.69,9.0,3.0,30.0,4.0,0
48,Casablanca,2026-04-30 09:04:58.886555,33.5731,-7.5898,17.89,17.75,77.0,1016.0,2.57,90.0,75.0,Clouds,broken clouds,2.0,6.59,17.71,3.52,64.66,1.98,113.51,9.0,3.0,30.0,4.0,1
48,Fes,2026-04-30 09:05:08.530583,34.0181,-5.0078,16.95,17.31,100.0,1016.0,1.54,330.0,75.0,Clouds,broken clouds,1.0,3.03,5.44,1.93,43.63,0.18,100.52,9.0,3.0,30.0,4.0,2
48,Marrakech,2026-04-30 09:05:05.317879,31.6295,-7.9811,14.98,14.83,88.0,1015.0,2.57,250.0,100.0,Clouds,overcast clouds,2.0,4.2,13.72,2.75,69.68,0.46,108.83,9.0,3.0,30.0,4.0,3
48,Rabat,2026-04-30 09:05:02.109649,34.0209,-6.8416,16.37,16.67,100.0,1016.0,2.57,30.0,75.0,Clouds,broken clouds,2.0,4.57,9.13,5.24,61.88,3.54,111.79,9.0,3.0,30.0,4.0,4
48,Tanger,2026-04-30 09:05:11.774036,35.7595,-5.834,15.74,15.82,94.0,1017.0,1.03,0.0,0.0,Clear,clear sky,2.0,2.1,5.24,1.33,88.08,1.19,112.51,9.0,3.0,30.0,4.0,5
49,Agadir,2026-04-30 10:05:33.796145,30.4278,-9.5981,19.06,19.03,77.0,1016.0,1.35,133.0,100.0,Clouds,overcast clouds,2.0,1.48,4.65,0.27,93.71,0.27,110.7,10.0,3.0,30.0,4.0,0
49,Casablanca,2026-04-30 10:05:17.021087,33.5731,-7.5898,18.95,18.78,72.0,1016.0,2.57,90.0,75.0,Clouds,broken clouds,2.0,6.81,17.96,3.71,64.95,2.52,112.96,10.0,3.0,30.0,4.0,1
49,Fes,2026-04-30 10:05:27.251732,34.0181,-5.0078,16.95,17.31,100.0,1016.0,2.06,10.0,75.0,Clouds,broken clouds,1.0,2.95,5.61,1.76,47.77,0.19,99.94,10.0,3.0,30.0,4.0,2
49,Marrakech,2026-04-30 10:05:23.872336,31.6295,-7.9811,15.98,15.93,88.0,1015.0,2.57,250.0,100.0,Clouds,overcast clouds,2.0,4.2,13.55,2.89,70.72,0.5,108.94,10.0,3.0,30.0,4.0,3
49,Rabat,2026-04-30 10:05:20.596038,34.0209,-6.8416,18.37,18.56,88.0,1016.0,2.57,360.0,75.0,Clouds,broken clouds,2.0,4.72,9.4,5.26,63.09,4.37,111.61,10.0,3.0,30.0,4.0,4
49,Tanger,2026-04-30 10:05:30.505670,35.7595,-5.834,17.74,17.45,72.0,1016.0,3.09,330.0,0.0,Clear,clear sky,2.0,2.12,5.24,1.16,89.78,1.31,112.12,10.0,3.0,30.0,4.0,5
51,Agadir,2026-04-30 12:07:53.676812,30.4278,-9.5981,20.06,20.05,74.0,1016.0,2.36,283.0,100.0,Clouds,overcast clouds,2.0,1.67,5.16,0.19,91.3,0.31,109.8,12.0,3.0,30.0,4.0,0
51,Casablanca,2026-04-30 12:07:37.695656,33.5731,-7.5898,20.01,19.97,73.0,1016.0,3.09,50.0,40.0,Clouds,scattered clouds,2.0,7.74,18.92,2.82,79.16,5.83,110.12,12.0,3.0,30.0,4.0,1
51,Fes,2026-04-30 12:07:47.273881,34.0181,-5.0078,18.99,19.09,82.0,1015.0,2.06,60.0,75.0,Clouds,broken clouds,2.0,2.61,5.59,0.7,76.75,0.18,102.05,12.0,3.0,30.0,4.0,2
51,Marrakech,2026-04-30 12:07:44.066274,31.6295,-7.9811,17.98,17.84,77.0,1015.0,1.54,280.0,100.0,Clouds,overcast clouds,2.0,3.94,12.35,1.62,82.56,0.45,106.97,12.0,3.0,30.0,4.0,3
51,Rabat,2026-04-30 12:07:40.884071,34.0209,-6.8416,21.37,21.34,68.0,1016.0,2.57,360.0,75.0,Clouds,broken clouds,2.0,5.02,9.35,3.67,78.73,5.86,110.61,12.0,3.0,30.0,4.0,4
51,Tanger,2026-04-30 12:07:50.493328,35.7595,-5.834,19.77,19.26,56.0,1017.0,5.14,320.0,0.0,Clear,clear sky,2.0,2.18,5.16,0.73,96.71,1.41,111.01,12.0,3.0,30.0,4.0,5
52,Agadir,2026-04-30 13:18:11.850864,30.4278,-9.5981,22.06,22.2,72.0,1016.0,3.57,292.0,98.0,Clouds,overcast clouds,2.0,1.85,5.56,0.17,90.32,0.35,109.47,13.0,3.0,30.0,4.0,0
52,Casablanca,2026-04-30 13:17:55.191192,33.5731,-7.5898,22.93,23.0,66.0,1016.0,4.37,2.0,100.0,Clouds,overcast clouds,2.0,8.04,19.22,2.56,82.09,6.6,109.2,13.0,3.0,30.0,4.0,1
52,Fes,2026-04-30 13:18:05.199518,34.0181,-5.0078,19.95,20.14,82.0,1014.0,1.54,0.0,75.0,Rain,light rain,2.0,2.53,5.0,0.63,77.49,0.17,102.27,13.0,3.0,30.0,4.0,2
52,Marrakech,2026-04-30 13:18:01.981393,31.6295,-7.9811,16.98,17.03,88.0,1015.0,3.09,270.0,100.0,Clouds,overcast clouds,2.0,4.23,12.93,0.96,86.34,0.4,105.43,13.0,3.0,30.0,4.0,3
52,Rabat,2026-04-30 13:17:58.556201,34.0209,-6.8416,20.37,20.13,64.0,1016.0,4.63,340.0,75.0,Clouds,broken clouds,2.0,5.25,9.46,3.15,81.95,6.23,109.57,13.0,3.0,30.0,4.0,4
52,Tanger,2026-04-30 13:18:08.419331,35.7595,-5.834,19.74,19.23,56.0,1016.0,4.12,320.0,0.0,Clear,clear sky,3.0,2.32,5.33,0.63,100.38,1.48,110.64,13.0,3.0,30.0,4.0,5
53,Agadir,2026-04-30 14:36:10.191568,30.4278,-9.5981,24.06,24.35,70.0,1016.0,6.05,272.0,45.0,Clouds,scattered clouds,2.0,1.38,4.04,0.11,94.47,0.24,108.84,14.0,3.0,30.0,4.0,0
53,Casablanca,2026-04-30 14:35:53.410418,33.5731,-7.5898,20.78,20.48,60.0,1016.0,4.12,30.0,40.0,Clouds,scattered clouds,2.0,6.37,13.21,1.14,94.3,4.81,107.16,14.0,3.0,30.0,4.0,1
53,Fes,2026-04-30 14:36:03.615084,34.0181,-5.0078,19.95,20.14,82.0,1014.0,3.6,310.0,75.0,Clouds,broken clouds,2.0,1.99,3.64,0.53,80.66,0.2,101.09,14.0,3.0,30.0,4.0,2
53,Marrakech,2026-04-30 14:36:00.141351,31.6295,-7.9811,21.98,22.01,68.0,1014.0,1.54,0.0,75.0,Clouds,broken clouds,2.0,2.19,6.27,0.26,99.08,0.29,103.12,14.0,3.0,30.0,4.0,3
53,Rabat,2026-04-30 14:35:56.812766,34.0209,-6.8416,20.37,20.24,68.0,1016.0,5.14,350.0,75.0,Clouds,broken clouds,2.0,4.7,8.21,1.58,91.37,5.03,107.38,14.0,3.0,30.0,4.0,4
53,Tanger,2026-04-30 14:36:06.893226,35.7595,-5.834,19.74,19.44,64.0,1016.0,4.63,300.0,0.0,Clear,clear sky,3.0,2.75,6.01,0.5,109.42,1.63,109.99,14.0,3.0,30.0,4.0,5
54,Agadir,2026-04-30 15:36:29.586431,30.4278,-9.5981,24.06,24.43,73.0,1015.0,6.47,279.0,46.0,Clouds,scattered clouds,2.0,1.36,3.94,0.12,93.97,0.24,108.26,15.0,3.0,30.0,4.0,0
54,Casablanca,2026-04-30 15:36:12.739784,33.5731,-7.5898,21.01,20.73,60.0,1016.0,4.12,40.0,40.0,Clouds,scattered clouds,2.0,6.21,12.39,1.1,95.24,4.89,106.28,15.0,3.0,30.0,4.0,1
54,Fes,2026-04-30 15:36:22.955236,34.0181,-5.0078,19.95,20.01,77.0,1014.0,3.6,300.0,75.0,Clouds,broken clouds,2.0,1.91,3.26,0.51,80.75,0.22,101.2,15.0,3.0,30.0,4.0,2
54,Marrakech,2026-04-30 15:36:19.555637,31.6295,-7.9811,20.98,20.91,68.0,1014.0,1.54,50.0,75.0,Clouds,broken clouds,2.0,2.42,6.66,0.26,99.61,0.37,101.66,15.0,3.0,30.0,4.0,3
54,Rabat,2026-04-30 15:36:16.173041,34.0209,-6.8416,21.37,21.34,68.0,1016.0,4.63,350.0,40.0,Clouds,scattered clouds,2.0,4.48,7.81,1.54,92.41,4.82,106.69,15.0,3.0,30.0,4.0,4
54,Tanger,2026-04-30 15:36:26.312804,35.7595,-5.834,19.74,19.44,64.0,1016.0,4.63,290.0,0.0,Clear,clear sky,3.0,2.64,6.0,0.48,110.81,1.57,109.61,15.0,3.0,30.0,4.0,5
55,Agadir,2026-04-30 16:36:48.572343,30.4278,-9.5981,24.06,24.38,71.0,1015.0,7.27,288.0,42.0,Clouds,scattered clouds,2.0,1.29,3.72,0.13,94.2,0.23,108.26,16.0,3.0,30.0,4.0,0
55,Casablanca,2026-04-30 16:36:31.545822,33.5731,-7.5898,21.01,20.73,60.0,1016.0,4.12,40.0,40.0,Clouds,scattered clouds,2.0,5.81,10.9,1.3,95.29,5.01,106.16,16.0,3.0,30.0,4.0,1
55,Fes,2026-04-30 16:36:42.167395,34.0181,-5.0078,19.95,20.14,82.0,1014.0,2.57,310.0,75.0,Clouds,broken clouds,2.0,1.98,3.19,0.73,76.13,0.29,101.17,16.0,3.0,30.0,4.0,2
55,Marrakech,2026-04-30 16:36:38.955115,31.6295,-7.9811,22.98,22.9,60.0,1013.0,2.06,0.0,75.0,Clouds,broken clouds,2.0,3.02,7.84,0.36,99.59,0.51,102.56,16.0,3.0,30.0,4.0,3
55,Rabat,2026-04-30 16:36:35.360371,34.0209,-6.8416,20.35,20.22,68.0,1016.0,4.63,340.0,40.0,Clouds,scattered clouds,2.0,4.12,7.25,1.73,92.64,4.57,106.35,16.0,3.0,30.0,4.0,4
55,Tanger,2026-04-30 16:36:45.366343,35.7595,-5.834,20.74,20.44,60.0,1016.0,4.63,300.0,0.0,Clear,clear sky,3.0,2.51,5.95,0.51,111.61,1.5,109.45,16.0,3.0,30.0,4.0,5
56,Agadir,2026-04-30 17:37:08.430599,30.4278,-9.5981,23.06,23.22,69.0,1015.0,6.33,288.0,34.0,Clouds,scattered clouds,2.0,1.23,3.49,0.15,94.69,0.23,108.29,17.0,3.0,30.0,4.0,0
56,Casablanca,2026-04-30 17:36:51.018707,33.5731,-7.5898,20.01,19.63,60.0,1017.0,4.12,50.0,69.0,Clouds,broken clouds,2.0,5.25,9.65,1.66,94.22,5.0,106.11,17.0,3.0,30.0,4.0,1
56,Fes,2026-04-30 17:37:01.925317,34.0181,-5.0078,19.95,20.01,77.0,1014.0,2.57,310.0,75.0,Clouds,broken clouds,2.0,2.15,3.33,1.1,69.15,0.34,101.56,17.0,3.0,30.0,4.0,2
56,Marrakech,2026-04-30 17:36:58.704899,31.6295,-7.9811,24.27,23.8,40.0,1014.0,2.69,38.0,93.0,Clouds,overcast clouds,2.0,3.83,9.39,0.57,96.89,0.71,103.44,17.0,3.0,30.0,4.0,3
56,Rabat,2026-04-30 17:36:55.480781,34.0209,-6.8416,20.37,20.24,68.0,1017.0,3.6,350.0,40.0,Clouds,scattered clouds,2.0,3.73,6.69,2.12,92.94,4.42,106.96,17.0,3.0,30.0,4.0,4
56,Tanger,2026-04-30 17:37:05.153365,35.7595,-5.834,18.74,18.55,72.0,1016.0,3.09,310.0,0.0,Clear,clear sky,3.0,2.43,5.96,0.64,111.44,1.47,109.51,17.0,3.0,30.0,4.0,5
57,Agadir,2026-04-30 18:37:30.969626,30.4278,-9.5981,22.06,22.15,70.0,1015.0,6.24,296.0,26.0,Clouds,scattered clouds,2.0,1.2,3.38,0.17,95.42,0.23,108.59,18.0,3.0,30.0,4.0,0
57,Casablanca,2026-04-30 18:37:12.446024,33.5731,-7.5898,20.0,19.73,64.0,1017.0,3.6,60.0,20.0,Clouds,few clouds,2.0,4.68,8.84,1.99,93.14,4.94,106.83,18.0,3.0,30.0,4.0,1
57,Fes,2026-04-30 18:37:23.299060,34.0181,-5.0078,19.95,20.01,77.0,1015.0,2.57,320.0,75.0,Rain,light rain,2.0,2.25,3.46,1.37,64.11,0.36,102.11,18.0,3.0,30.0,4.0,2
57,Marrakech,2026-04-30 18:37:20.106448,31.6295,-7.9811,24.98,24.84,50.0,1014.0,2.06,0.0,75.0,Clouds,broken clouds,2.0,4.36,10.33,0.84,92.85,0.87,104.15,18.0,3.0,30.0,4.0,3
57,Rabat,2026-04-30 18:37:16.222673,34.0209,-6.8416,20.37,20.24,68.0,1017.0,3.6,320.0,40.0,Clouds,scattered clouds,2.0,3.26,6.03,2.49,92.65,4.3,108.01,18.0,3.0,30.0,4.0,4
57,Tanger,2026-04-30 18:37:26.513996,35.7595,-5.834,18.74,18.45,68.0,1016.0,3.6,320.0,0.0,Clear,clear sky,3.0,2.36,5.91,0.82,110.56,1.46,109.66,18.0,3.0,30.0,4.0,5
58,Agadir,2026-04-30 19:37:49.206214,30.4278,-9.5981,22.06,22.18,71.0,1016.0,3.6,293.0,0.0,Clear,clear sky,2.0,1.2,3.44,0.2,95.72,0.23,108.94,19.0,3.0,30.0,4.0,0
58,Casablanca,2026-04-30 19:37:32.868095,33.5731,-7.5898,18.95,18.68,68.0,1018.0,3.09,50.0,20.0,Clouds,few clouds,2.0,4.17,8.78,2.27,91.12,4.84,106.57,19.0,3.0,30.0,4.0,1
58,Fes,2026-04-30 19:37:42.673144,34.0181,-5.0078,19.95,20.01,77.0,1017.0,2.06,310.0,75.0,Clouds,broken clouds,1.0,2.26,3.48,1.71,58.29,0.38,101.12,19.0,3.0,30.0,4.0,2
58,Marrakech,2026-04-30 19:37:39.413122,31.6295,-7.9811,22.98,22.72,53.0,1015.0,1.03,0.0,40.0,Clouds,scattered clouds,2.0,4.49,10.53,1.23,86.73,0.93,103.42,19.0,3.0,30.0,4.0,3
58,Rabat,2026-04-30 19:37:36.116924,34.0209,-6.8416,19.37,19.14,68.0,1018.0,3.09,360.0,40.0,Clouds,scattered clouds,2.0,2.85,5.47,2.97,90.64,4.24,108.26,19.0,3.0,30.0,4.0,4
58,Tanger,2026-04-30 19:37:45.959761,35.7595,-5.834,18.74,18.45,68.0,1017.0,3.09,310.0,0.0,Clear,clear sky,3.0,2.35,5.94,1.32,106.19,1.38,110.38,19.0,3.0,30.0,4.0,5
59,Agadir,2026-04-30 20:38:07.674707,30.4278,-9.5981,20.06,20.16,78.0,1017.0,2.9,299.0,34.0,Clouds,scattered clouds,2.0,1.22,3.58,0.2,96.06,0.24,109.05,20.0,3.0,30.0,4.0,0
59,Casablanca,2026-04-30 20:37:51.344785,33.5731,-7.5898,17.89,17.61,72.0,1019.0,3.09,50.0,20.0,Clouds,few clouds,2.0,3.95,9.33,2.45,89.81,4.78,107.75,20.0,3.0,30.0,4.0,1
59,Fes,2026-04-30 20:38:01.184137,34.0181,-5.0078,18.95,19.04,82.0,1018.0,3.09,280.0,75.0,Clouds,broken clouds,1.0,2.29,3.52,1.96,53.56,0.38,100.84,20.0,3.0,30.0,4.0,2
59,Marrakech,2026-04-30 20:37:57.952491,31.6295,-7.9811,22.98,22.72,53.0,1017.0,2.57,150.0,40.0,Clouds,scattered clouds,2.0,4.48,10.65,1.53,82.56,0.91,104.42,20.0,3.0,30.0,4.0,3
59,Rabat,2026-04-30 20:37:54.666250,34.0209,-6.8416,17.37,17.17,77.0,1019.0,2.57,340.0,40.0,Clouds,scattered clouds,2.0,2.7,5.34,3.31,88.6,4.27,109.72,20.0,3.0,30.0,4.0,4
59,Tanger,2026-04-30 20:38:04.427031,35.7595,-5.834,17.74,17.35,68.0,1018.0,2.57,300.0,0.0,Clear,clear sky,3.0,2.38,6.04,1.73,101.6,1.3,111.68,20.0,3.0,30.0,4.0,5
60,Agadir,2026-04-30 21:38:26.495222,30.4278,-9.5981,18.06,18.01,80.0,1018.0,1.16,360.0,56.0,Clouds,broken clouds,2.0,1.23,3.71,0.19,96.86,0.25,109.17,21.0,3.0,30.0,4.0,0
60,Casablanca,2026-04-30 21:38:10.125978,33.5731,-7.5898,17.89,17.61,72.0,1020.0,3.09,70.0,35.0,Clouds,scattered clouds,2.0,3.86,9.76,2.52,88.94,4.57,109.13,21.0,3.0,30.0,4.0,1
60,Fes,2026-04-30 21:38:20.083643,34.0181,-5.0078,16.95,17.0,88.0,1018.0,3.6,300.0,75.0,Clouds,broken clouds,1.0,2.33,3.57,2.12,51.18,0.39,100.73,21.0,3.0,30.0,4.0,2
60,Marrakech,2026-04-30 21:38:16.552045,31.6295,-7.9811,21.98,21.7,56.0,1018.0,2.06,150.0,40.0,Clouds,scattered clouds,2.0,4.41,10.7,1.68,80.12,0.87,105.42,21.0,3.0,30.0,4.0,3
60,Rabat,2026-04-30 21:38:13.333364,34.0209,-6.8416,16.37,16.36,88.0,1019.0,1.54,10.0,40.0,Clouds,scattered clouds,2.0,2.69,5.44,3.38,87.14,4.28,110.66,21.0,3.0,30.0,4.0,4
60,Tanger,2026-04-30 21:38:23.296985,35.7595,-5.834,16.74,16.48,77.0,1019.0,2.06,290.0,0.0,Clear,clear sky,2.0,2.41,6.14,1.94,99.27,1.31,112.71,21.0,3.0,30.0,4.0,5
61,Agadir,2026-04-30 22:38:51.620187,30.4278,-9.5981,17.06,16.96,82.0,1018.0,1.17,112.0,58.0,Clouds,broken clouds,2.0,1.25,3.94,0.18,96.93,0.27,108.69,22.0,3.0,30.0,4.0,0
61,Casablanca,2026-04-30 22:38:35.024445,33.5731,-7.5898,17.89,17.61,72.0,1019.0,2.57,80.0,44.0,Clouds,scattered clouds,2.0,3.85,10.1,2.57,86.93,4.05,109.53,22.0,3.0,30.0,4.0,1
61,Fes,2026-04-30 22:38:44.766185,34.0181,-5.0078,16.95,16.84,82.0,1019.0,3.09,300.0,75.0,Clouds,broken clouds,1.0,2.36,3.63,2.25,48.49,0.35,99.86,22.0,3.0,30.0,4.0,2
61,Marrakech,2026-04-30 22:38:41.507843,31.6295,-7.9811,19.98,19.7,64.0,1018.0,4.63,20.0,40.0,Clouds,scattered clouds,2.0,4.31,10.67,1.75,77.75,0.81,104.85,22.0,3.0,30.0,4.0,3
61,Rabat,2026-04-30 22:38:38.271377,34.0209,-6.8416,14.37,14.16,88.0,1020.0,0.0,0.0,40.0,Clouds,scattered clouds,2.0,2.77,5.65,3.5,83.6,3.97,110.25,22.0,3.0,30.0,4.0,4
61,Tanger,2026-04-30 22:38:48.349103,35.7595,-5.834,15.74,15.51,82.0,1019.0,0.51,0.0,11.0,Clouds,few clouds,2.0,2.45,6.24,2.14,97.55,1.39,113.26,22.0,3.0,30.0,4.0,5
62,Agadir,2026-04-30 23:39:10.622531,30.4278,-9.5981,17.06,17.01,84.0,1018.0,2.59,110.0,67.0,Clouds,broken clouds,2.0,1.29,4.21,0.17,97.2,0.28,108.73,23.0,3.0,30.0,4.0,0
62,Casablanca,2026-04-30 23:38:54.511113,33.5731,-7.5898,16.84,16.59,77.0,1019.0,1.54,80.0,40.0,Clouds,scattered clouds,2.0,3.94,10.57,2.62,84.83,3.37,110.89,23.0,3.0,30.0,4.0,1
62,Fes,2026-04-30 23:39:04.181757,34.0181,-5.0078,16.95,16.84,82.0,1019.0,2.57,260.0,75.0,Clouds,broken clouds,1.0,2.39,3.66,2.28,44.67,0.26,99.69,23.0,3.0,30.0,4.0,2
62,Marrakech,2026-04-30 23:39:00.948439,31.6295,-7.9811,18.98,18.58,63.0,1018.0,2.57,20.0,40.0,Clouds,scattered clouds,2.0,4.32,10.77,1.77,76.71,0.77,105.4,23.0,3.0,30.0,4.0,3
62,Rabat,2026-04-30 23:38:57.734087,34.0209,-6.8416,12.37,12.12,94.0,1019.0,0.0,0.0,40.0,Clouds,scattered clouds,2.0,2.96,6.03,3.67,79.88,3.57,110.92,23.0,3.0,30.0,4.0,4
62,Tanger,2026-04-30 23:39:07.411504,35.7595,-5.834,14.74,14.41,82.0,1019.0,0.51,0.0,10.0,Clear,clear sky,2.0,2.47,6.3,2.18,95.73,1.33,113.06,23.0,3.0,30.0,4.0,5
63,Agadir,2026-05-01 00:39:28.560050,30.4278,-9.5981,17.06,17.01,84.0,1018.0,3.54,107.0,73.0,Clouds,broken clouds,2.0,1.31,4.4,0.16,97.23,0.3,108.77,0.0,4.0,1.0,5.0,0
63,Casablanca,2026-05-01 00:39:12.352987,33.5731,-7.5898,16.84,16.59,77.0,1019.0,1.54,90.0,34.0,Clouds,scattered clouds,2.0,4.04,11.04,2.53,82.63,2.88,112.09,0.0,4.0,1.0,5.0,1
63,Fes,2026-05-01 00:39:22.122383,34.0181,-5.0078,15.95,15.9,88.0,1019.0,0.51,0.0,75.0,Clouds,broken clouds,1.0,2.4,3.6,2.13,41.85,0.18,99.44,0.0,4.0,1.0,5.0,2
63,Marrakech,2026-05-01 00:39:18.922220,31.6295,-7.9811,16.98,16.61,72.0,1018.0,2.06,0.0,40.0,Clouds,scattered clouds,2.0,4.38,10.86,1.67,76.42,0.73,105.86,0.0,4.0,1.0,5.0,3
63,Rabat,2026-05-01 00:39:15.707561,34.0209,-6.8416,11.37,11.17,100.0,1019.0,0.0,0.0,40.0,Clouds,scattered clouds,2.0,3.19,6.49,3.55,77.28,3.31,111.07,0.0,4.0,1.0,5.0,4
63,Tanger,2026-05-01 00:39:25.346750,35.7595,-5.834,13.74,13.31,82.0,1019.0,1.03,30.0,25.0,Clouds,scattered clouds,2.0,2.47,6.29,1.99,93.9,1.24,112.76,0.0,4.0,1.0,5.0,5
64,Agadir,2026-05-01 09:31:37.759187,30.4278,-9.5981,18.06,17.96,78.0,1018.0,1.77,224.0,100.0,Clouds,overcast clouds,2.0,2.34,9.39,0.41,86.57,0.47,108.14,9.0,4.0,1.0,5.0,0
64,Casablanca,2026-05-01 09:31:21.199813,33.5731,-7.5898,16.66,16.39,77.0,1019.0,1.34,100.0,13.0,Clouds,few clouds,2.0,6.25,16.05,3.08,70.35,2.31,109.67,9.0,4.0,1.0,5.0,1
64,Fes,2026-05-01 09:31:31.274085,34.0181,-5.0078,17.95,17.94,82.0,1019.0,2.57,60.0,0.0,Clear,clear sky,1.0,2.59,3.47,1.66,32.77,0.12,94.18,9.0,4.0,1.0,5.0,2
64,Marrakech,2026-05-01 09:31:27.918871,31.6295,-7.9811,16.98,16.74,77.0,1018.0,1.54,0.0,40.0,Clouds,scattered clouds,2.0,5.1,11.64,4.42,60.27,0.75,107.06,9.0,4.0,1.0,5.0,3
64,Rabat,2026-05-01 09:31:24.472037,34.0209,-6.8416,17.37,17.62,94.0,1019.0,2.06,40.0,12.0,Clouds,few clouds,2.0,5.74,10.38,4.29,69.49,4.16,109.44,9.0,4.0,1.0,5.0,4
64,Tanger,2026-05-01 09:31:34.492561,35.7595,-5.834,15.74,15.67,88.0,1020.0,1.54,80.0,0.0,Clear,clear sky,2.0,2.81,6.71,2.33,83.56,1.32,112.15,9.0,4.0,1.0,5.0,5
65,Agadir,2026-05-01 10:31:56.945362,30.4278,-9.5981,20.06,20.08,75.0,1019.0,2.78,250.0,100.0,Clouds,overcast clouds,2.0,2.71,11.15,0.38,86.08,0.46,108.11,10.0,4.0,1.0,5.0,0
65,Casablanca,2026-05-01 10:31:40.250757,33.5731,-7.5898,18.95,18.55,63.0,1019.0,3.09,80.0,0.0,Clear,clear sky,2.0,6.95,17.84,1.58,87.3,3.32,107.98,10.0,4.0,1.0,5.0,1
65,Fes,2026-05-01 10:31:50.235508,34.0181,-5.0078,19.95,19.88,72.0,1018.0,2.57,60.0,0.0,Clear,clear sky,2.0,2.36,3.2,0.51,77.52,0.16,98.52,10.0,4.0,1.0,5.0,2
